date,Open,High,Low,Close,Volume
2025-10-31,425.0,426.405,414.47,418.3,4072953.0
2025-10-30,432.45,435.19,428.61,429.91,3635314.0
2025-10-29,438.79,439.44,431.22,432.01,4087235.0
2025-10-28,445.465,447.22,441.99,442.72,2110529.0
2025-10-27,447.65,450.145,444.26,444.82,2337828.0
2025-10-24,449.54,450.4,445.59,446.0,1593424.0
2025-10-23,452.58,452.67,448.66,450.08,1526952.0
2025-10-22,450.33,455.075,447.75,449.92,1856806.0
2025-10-21,450.55,452.4531,448.38,450.08,1766104.0
2025-10-20,452.36,455.24,449.71,451.56,1895917.0
2025-10-17,444.2,451.33,442.89,450.89,2365290.0
2025-10-16,452.04,452.47,440.95,444.24,3034026.0
2025-10-15,459.03,461.53,450.79,451.42,1838094.0
2025-10-14,453.25,462.07,453.0675,459.25,1664829.0
2025-10-13,456.56,459.795,455.0,456.64,1287387.0
2025-10-10,458.07,463.04,452.92,453.82,2038864.0
2025-10-09,467.85,470.0,457.51,458.16,1500040.0
2025-10-08,470.31,471.69,467.53,467.83,1208561.0
2025-10-07,468.1,470.57,465.89,470.37,1283351.0
2025-10-06,466.73,470.565,465.095,468.55,1539321.0
2025-10-03,467.02,469.43,463.0,466.73,1250654.0
2025-10-02,463.43,470.285,462.95,469.48,1677562.0
2025-10-01,472.78,475.0772,460.8,466.81,2286159.0
2025-09-30,473.7,478.78,473.23,475.0,2171280.0
2025-09-29,474.74,476.71,471.4,476.49,1859873.0
2025-09-26,472.73,475.1569,470.72,474.41,1476401.0
2025-09-25,474.13,476.35,469.91,473.78,1536846.0
2025-09-24,479.6,481.735,473.32,474.13,1579448.0
2025-09-23,478.42,482.97,474.65,479.94,1462920.0
2025-09-22,476.98,478.68,474.29,477.76,1562741.0
2025-09-19,477.505,480.88,474.0,479.01,3742089.0
2025-09-18,478.89,479.94,471.295,476.0,1650959.0
2025-09-17,473.9,481.38,472.01,479.86,1698954.0
2025-09-16,476.44,478.435,470.9,471.47,1470549.0
2025-09-15,481.38,483.3,475.52,476.73,1130753.0
2025-09-12,479.16,483.915,479.14,482.04,2069712.0
2025-09-11,472.91,484.44,472.48,483.59,1907357.0
2025-09-10,472.93,474.932,469.485,472.7,1551574.0
2025-09-09,473.12,474.52,470.38,473.44,2966407.0
2025-09-08,469.66,475.07,466.6,474.63,1677227.0
2025-09-05,471.15,475.05,466.59,469.52,1066225.0
2025-09-04,470.76,472.93,468.61,472.39,1660620.0
2025-09-03,471.81,474.23,470.0,471.78,1392470.0
2025-09-02,477.17,477.17,472.5,474.14,1262546.0
2025-08-29,482.175,483.32,477.0,478.29,2058214.0
2025-08-28,482.56,483.01,479.13,482.15,2579179.0
2025-08-27,480.16,483.82,479.375,482.71,2259643.0
2025-08-26,476.29,482.09,475.01,481.92,1699531.0
2025-08-25,481.92,483.9999,476.68,477.85,1151854.0
2025-08-22,484.06,485.73,479.69,481.67,1782492.0
2025-08-21,481.4,482.91,480.05,480.71,1263490.0
2025-08-20,482.79,486.38,480.5,482.36,1160981.0
2025-08-19,478.47,482.82,476.545,479.92,1512394.0
2025-08-18,480.43,481.05,477.16,478.51,1218071.0
2025-08-15,480.88,482.67,478.575,480.08,1951311.0
2025-08-14,475.71,478.6,472.62,477.63,1545452.0
2025-08-13,474.57,476.15,468.5,475.63,1797869.0
2025-08-12,470.5,474.48,469.94,473.23,1347707.0
2025-08-11,471.1,473.43,466.13,470.38,1069158.0
2025-08-08,469.0,473.39,468.69,472.42,939268.0
2025-08-07,473.33,475.79,467.485,469.43,1090515.0
2025-08-06,471.77,473.38,467.95,471.48,1275905.0
2025-08-05,467.94,471.035,465.97,469.84,1691004.0
2025-08-04,459.86,468.49,459.86,467.4,1684882.0
2025-08-01,458.33,462.51,449.32,459.41,2219355.0
2025-07-31,458.41,467.6,458.41,460.26,2228608.0
2025-07-30,471.4,472.335,465.26,466.23,1301638.0
2025-07-29,469.895,471.67,467.25,471.51,1386154.0
2025-07-28,468.75,471.35,466.01,467.46,1283683.0
2025-07-25,472.44,473.66,468.57,472.89,1212138.0
2025-07-24,466.64,472.16,462.44,471.49,1383213.0
2025-07-23,473.47,474.2,469.7,469.99,1193855.0
2025-07-22,470.43,476.38,468.91,472.02,1405497.0
2025-07-21,465.01,476.23,464.2219,470.43,1797727.0
2025-07-18,463.89,465.47,461.03,465.01,2267611.0
2025-07-17,458.85,462.12,457.065,461.29,1514971.0
2025-07-16,460.5,462.54,456.0,459.67,1438233.0
2025-07-15,468.17,469.26,460.07,460.56,1263854.0
2025-07-14,468.43,470.0,466.3,468.78,1133100.0
2025-07-11,469.01,469.62,464.48,468.81,1326472.0
2025-07-10,472.04,472.215,469.05,470.34,2238529.0
2025-07-09,472.41,476.4649,467.56,471.27,1522499.0
2025-07-08,468.38,471.79,467.525,469.95,1627633.0
2025-07-07,472.365,473.7,467.79,469.59,2099504.0
2025-07-03,476.62,477.2102,474.0,475.58,952724.0
2025-07-02,476.03,478.72,474.44,477.17,1423140.0
2025-07-01,469.79,477.84,468.97,476.75,1856437.0
2025-06-30,466.2,470.04,463.55,469.18,1856256.0
2025-06-27,464.535,467.3747,461.85,463.79,2643151.0
2025-06-26,460.82,466.435,458.51,464.46,1982990.0
2025-06-25,461.73,463.82,459.73,460.2,1608895.0
2025-06-24,460.87,463.93,458.89,463.16,1470666.0
2025-06-23,457.31,460.06,452.95,459.75,1611036.0
2025-06-20,462.49,463.2441,455.38,455.86,4365028.0
2025-06-18,460.9,462.43,458.27,458.7,1223232.0
2025-06-17,465.07,465.5699,460.2,460.9,1272831.0
2025-06-16,466.81,469.56,464.88,466.6,1586511.0
2025-06-13,470.64,472.89,465.13,465.98,1415831.0
2025-06-12,468.42,472.145,466.46,470.53,1572760.0
2025-06-11,473.745,474.535,467.385,468.54,2734175.0
